7200,0,2d0,0,D,UNK-NOW,Unknown,Unknown,Unknown,2
49647503,47503,1f0,b98f,D,WARRENFD,Fire,Fire Dispatch,Warren County,2
49647504,47504,1f0,b990,D,WARRENMAID,Mutual Aid,Interop,Warren County,2
49647505,47505,1f0,b991,D,WARRENRESCUE,Rescue,EMS Dispatch,Warren County,2
49647506,47506,1f0,b992,D,WARRENSO,Sheriffs Office,Law Dispatch,Warren County,2
49647518,47518,1f0,b99e,D,WARRENTONPD,Warrenton Police,Law Dispatch,Warren County,2
49647529,47529,1f0,b9a9,D,NORLINAPD,Norlina Police,Law Dispatch,Warren County,2
49648000,48000,1f0,bb80,D,WSHTNCO M/A,Mutual Aid,Interop,Washington County,2
49648001,48001,1f0,bb81,D,WSHTNCO E/M,Emergency Management,Emergency Ops,Washington County,2
49648002,48002,1f0,bb82,D,WSHTNCO EMS,EMS - Dispatch,EMS Dispatch,Washington County,2
49648003,48003,1f0,bb83,D,WSHTNCO FD,Fire - Dispatch,Fire Dispatch,Washington County,2
49648005,48005,1f0,bb85,D,WSHTNCO SO,Sheriff's Office - Dispatch (includes Plymouth Police),Law Dispatch,Washington County,2
49648006,48006,1f0,bb86,D,WSHTNCO TAC,Tactical,Multi-Tac,Washington County,2
49648500,48500,1f0,bd74,D,WATAUGA EM,Emergency Managemet,Emergency Ops,Watauga County,2
49648501,48501,1f0,bd75,D,WATAUGAMEDIC,EMS Medic,EMS-Tac,Watauga County,2
49648502,48502,1f0,bd76,D,WATAUGAFIRE,Fire,Fire Dispatch,Watauga County,2
49648503,48503,1f0,bd77,D,WATAUGA SO,Sheriffs Office,Law Dispatch,Watauga County,2
49648504,48504,1f0,bd78,D,WATAUGATAC,Watauga TAC,Multi-Tac,Watauga County,2
49648505,48505,1f0,bd79,D,WATAUGACOM,Watauga Common,Interop,Watauga County,2
49648506,48506,1f0,bd7a,D,WATAUGA MAID,Mutual Aid,Interop,Watauga County,2
49648507,48507,1f0,bd7b,D,WATAUGA RSQ,Watauga Rescue,EMS Dispatch,Watauga County,2
49648508,48508,1f0,bd7c,D,WATAUGASOADM,Watauga Sheriff Common,Law Tac,Watauga County,2
49648509,48509,1f0,bd7d,D,WATAUGASOINV,Watauga Sheriff Investigations,Law Tac,Watauga County,2
49648510,48510,1f0,bd7e,D,WATAUGASONAR,Watauga Sheriff Narcotics,Law Tac,Watauga County,2
49648511,48511,1f0,bd7f,D,WATAUGASOPTR,Watauga Sheriff Patrol,Law Tac,Watauga County,2
49648512,48512,1f0,bd80,D,WATAUGASORT,Watauga Sheriff SORT,Law Tac,Watauga County,2
49648513,48513,1f0,bd81,D,WATAUGATAC2,Watauga TAC 2,Emergency Ops,Watauga County,2
49648514,48514,1f0,bd82,D,WATAUGATAC3,Watauga TAC 3,Emergency Ops,Watauga County,2
49648515,48515,1f0,bd83,D,WATAUGATAC4,Watauga TAC 4,Emergency Ops,Watauga County,2
49648516,48516,1f0,bd84,D,WATAUGATAC5,Watauga TAC 5,Emergency Ops,Watauga County,2
49648517,48517,1f0,bd85,D,WATAUGATAC6,Watauga TAC 6,Emergency Ops,Watauga County,2
49648518,48518,1f0,bd86,D,WATAUGATAC7,Watauga TAC 7,Emergency Ops,Watauga County,2
49648519,48519,1f0,bd87,D,WATAUGATAC8,Watauga TAC 8,Emergency Ops,Watauga County,2
49648529,48529,1f0,bd91,D,BEECHEMSDISP,Beech MTN EMS Dispatch,EMS Dispatch,Watauga County,2
49648530,48530,1f0,bd92,D,BEECHFDDISP,Beech MTN FD Dispatch,Fire Dispatch,Watauga County,2
49648531,48531,1f0,bd93,D,BEECHMTNPD,Beech Mountain Police - Dispatch,Law Dispatch,Watauga County,2
49648532,48532,1f0,bd94,D,BEECHMTNPDIN,Beech MTN PD Investigations,Law Tac,Watauga County,2
49648533,48533,1f0,bd95,D,BEECHMTNPDPT,Beech MTN PD Patrol,Law Tac,Watauga County,2
49648543,48543,1f0,bd9f,D,BLOWROCKFDDI,Blowing Rock FD Dispatch,Fire Dispatch,Watauga County,2
49648544,48544,1f0,bda0,D,BLOWROCKPDDI,Blowing Rock PD Dispatch,Law Dispatch,Watauga County,2
49648554,48554,1f0,bdaa,D,BOONEFDADMIN,Boone FD Admin,Fire-Tac,Watauga County,2
49648555,48555,1f0,bdab,D,BOONEFDDISP,Boone FD Dispatch,Fire Dispatch,Watauga County,2
49648556,48556,1f0,bdac,D,BOONEPDADMIN,Boone PD Admin,Law Tac,Watauga County,2
49648557,48557,1f0,bdad,D,BOONE PD,Boone Police Dispatch,Law Dispatch,Watauga County,2
49648558,48558,1f0,bdae,D,BOONEPDINVES,Boone PD Invetigations,Law Tac,Watauga County,2
49648559,48559,1f0,bdaf,D,BOONEPDNARC,Boone PD Narcotics,Law Tac,Watauga County,2
49648560,48560,1f0,bdb0,D,BOONE PATROL,Boone Police Patrol ,Law Tac,Watauga County,2
49648561,48561,1f0,bdb1,D,BOONEPDSORT,Boone PD SORT,Law Tac,Watauga County,2
49648571,48571,1f0,bdbb,D,SEVENDEVPDDI,Seven Devils PD Dispatch,Law Dispatch,Watauga County,2
49649000,49000,1f0,bf68,D,WAYNE EM,Wayne Emergency Management,Multi-Talk,Wayne County,2
49649001,49001,1f0,bf69,D,WAYNE EMS,Wayne EMS,EMS Dispatch,Wayne County,2
49649002,49002,1f0,bf6a,D,WAYNE FIRE,Wayne Fire,Fire Dispatch,Wayne County,2
49649003,49003,1f0,bf6b,D,WAYNE SO,Wayne Sheriff,Law Dispatch,Wayne County,2
49649004,49004,1f0,bf6c,D,WAYNE TAC,Wayne TAC,Multi-Tac,Wayne County,2
49649005,49005,1f0,bf6d,D,WAYNEMAID,Wayne Mutual Aid,Interop,Wayne County,2
49649500,49500,1f0,c15c,D,WILKESCOM,Wilkes County Common,Multi-Talk,Wilkes County,2
49649501,49501,1f0,c15d,D,WILKESRESQ,Wilkes County Rescue Dispatch,EMS Dispatch,Wilkes County,2
49649502,49502,1f0,c15e,D,WILKEMSTG1,Wilkes County EMS 1,EMS Dispatch,Wilkes County,2
49649503,49503,1f0,c15f,D,WILKEMTG1,Wilkes County EM 1,Multi-Talk,Wilkes County,2
49649504,49504,1f0,c160,D,WILKFDTG1,Wilkes County FD 1,Fire Dispatch,Wilkes County,2
49649505,49505,1f0,c161,D,WILKESMAID,Wilkes County Mutual Aid,Interop,Wilkes County,2
49649506,49506,1f0,c162,D,WILKSOADMN,Wilkes County Sheriff Admin,Law Tac,Wilkes County,2
49649507,49507,1f0,c163,D,WILKSOINV,Wilkes County Sheriff INV,Law Tac,Wilkes County,2
49649508,49508,1f0,c164,D,WILKSONARC,Wilkes County Sheriff NARC,Law Tac,Wilkes County,2
49649509,49509,1f0,c165,D,WILKSOPTRL,Wilkes County Sheriff Patrol ,Law Dispatch,Wilkes County,2
49649510,49510,1f0,c166,D,WILKSOTG1,Wilkes County Sheriff 1,Law Dispatch,Wilkes County,2
49649511,49511,1f0,c167,D,WILKESTAC,Wilkes County TAC,Multi-Tac,Wilkes County,2
49649512,49512,1f0,c168,D,WILKESTAC2,Wilkes County TAC 2,Multi-Tac,Wilkes County,2
49649513,49513,1f0,c169,D,WILKESTAC3,Wilkes County TAC 3,Multi-Tac,Wilkes County,2
49649514,49514,1f0,c16a,D,WILKESTAC4,Wilkes County TAC 4,Multi-Tac,Wilkes County,2
49649524,49524,1f0,c174,D,WILKPDDISP,Wilkesboro PD Dispatch,Law Dispatch,Wilkes County,2
49649525,49525,1f0,c175,D,WILKPDTAC,Wilkesboro PD TAC,Law Tac,Wilkes County,2
49649535,49535,1f0,c17f,D,NWILKPDDISP,North Wilkesboro PD Dispatch,Law Dispatch,Wilkes County,2
49649536,49536,1f0,c180,D,NWILKPDTAC,North Wilkesboro PD TAC,Law Tac,Wilkes County,2
49650000,50000,1f0,c350,D,WCOEM,Emergency Management,Emergency Ops,Wilson County,2
49650001,50001,1f0,c351,D,WCOEMS,EMS,EMS Dispatch,Wilson County,2
49650002,50002,1f0,c352,D,WCOFIRE,FIRE,Fire Dispatch,Wilson County,2
49650003,50003,1f0,c353,D,WCOSO,Sheriffs Office,Law Dispatch,Wilson County,2
49650004,50004,1f0,c354,D,WCOSOTAC,TAC,Law Tac,Wilson County,2
49650005,50005,1f0,c355,D,WCSOCOMMON,Common,Multi-Tac,Wilson County,2
49650006,50006,1f0,c356,D,WCOEMSADMIN,EMS Administration,EMS-Tac,Wilson County,2
49650007,50007,1f0,c357,D,WCO LAW,County Law,Law Tac,Wilson County,2
49650008,50008,1f0,c358,D,WCOLEADMIN,County Law Administration,Law Tac,Wilson County,2
49650009,50009,1f0,c359,D,WCOLESOPS,County Law Ops,Law Tac,Wilson County,2
49650010,50010,1f0,c35a,D,WCO MAIDD,Mutual Aid,Interop,Wilson County,2
49650011,50011,1f0,c35b,D,WCOSOADMIN,Sheriffs Administration,Law Tac,Wilson County,2
49650012,50012,1f0,c35c,D,WCOSOCIVIL,Civil,Law Tac,Wilson County,2
49650013,50013,1f0,c35d,D,WCONSOINVEST,Investigations,Law Tac,Wilson County,2
49650015,50015,1f0,c35f,D,WCOSOPATROL,Patrol,Law Tac,Wilson County,2
49650016,50016,1f0,c360,D,WCO TAC2,County Tac 2,Interop,Wilson County,2
49650017,50017,1f0,c361,D,WCO TAC3,County Tac 3,Interop,Wilson County,2
49650018,50018,1f0,c362,D,WCO TAC4,County Tac 4,Interop,Wilson County,2
49650019,50019,1f0,c363,D,WCO TAC5,County Tac 5,Interop,Wilson County,2
49650020,50020,1f0,c364,D,WCO TAC6,County Tac 6,Interop,Wilson County,2
49650021,50021,1f0,c365,D,WCO TRAIN1,County Training,Law Tac,Wilson County,2
49650031,50031,1f0,c36f,D,WCTYFDDISP,Wilson City Fire,Fire Dispatch,Wilson County,2
49650032,50032,1f0,c370,D,WCTYPDADMIN,Wilson City Administration,Other,Wilson County,2
49650033,50033,1f0,c371,D,WCTYPDDISP,Wilson City Police Department,Law Dispatch,Wilson County,2
49650034,50034,1f0,c372,D,WCTYPDINVEST,Wilson City Police Investigations,Law Tac,Wilson County,2
49650035,50035,1f0,c373,D,WCTYFDADMIN,Wilson City Fire Administration,Fire-Tac,Wilson County,2
49650500,50500,1f0,c544,D,YADKINCOMM,Yadkin County Common,Multi-Talk,Yadkin County,2
49650501,50501,1f0,c545,D,YADKINEM,Yadkin County Emergency Management,Multi-Talk,Yadkin County,2
49650502,50502,1f0,c546,D,YADKINEMS,Yadkin County EMS,EMS Dispatch,Yadkin County,2
49650503,50503,1f0,c547,D,YADKINFD,Yadkin County FD,Fire Dispatch,Yadkin County,2
49650504,50504,1f0,c548,D,YADKINSO,Yadkin County Sheriff,Law Dispatch,Yadkin County,2
49650505,50505,1f0,c549,D,YADKINMAID,Yadkin County Mutual Aid,Interop,Yadkin County,2
49650506,50506,1f0,c54a,D,YADSOADMIN,Yadkin County Sheriff Admin,Law Talk,Yadkin County,2
49650507,50507,1f0,c54b,D,YADKINSOINV,Yadkin County Sheriff Investigations,Law Talk,Yadkin County,2
49650508,50508,1f0,c54c,D,YADKINSOPAT,Yadkin County Sheriff Patrol,Law Talk,Yadkin County,2
49650509,50509,1f0,c54d,D,YADKINSO NAR,Yadkin County Sheriff Narcotics,Law Talk,Yadkin County,2
49650510,50510,1f0,c54e,D,YADKINTAC1,Yadkin County TAC 1,Multi-Tac,Yadkin County,2
49650511,50511,1f0,c54f,D,YADKINTAC2,Yadkin County TAC 2,Multi-Tac,Yadkin County,2
49650512,50512,1f0,c550,D,YADKINTAC3,Yadkin County TAC 3,Multi-Tac,Yadkin County,2
49650513,50513,1f0,c551,D,YADKINTAC4,Yadkin County TAC 4,Multi-Tac,Yadkin County,2
49650523,50523,1f0,c55b,D,BOONVILLEPD,Boonville PD,Law Dispatch,Yadkin County,2
49650533,50533,1f0,c565,D,EASTBENDPD,East Bend PD,Law Dispatch,Yadkin County,2
49650543,50543,1f0,c56f,D,JONESVILLEPD,Jonesville PD ,Law Dispatch,Yadkin County,2
49650553,50553,1f0,c579,D,YADKINVILLEP,Yadkinville PD,Law Dispatch,Yadkin County,2
49651000,51000,1f0,c738,D,YANCEYAC1,Yancey TAC 1,Multi-Tac,Yancey County,2
49651001,51001,1f0,c739,D,YANCEYEM,Yancey EM,Multi-Talk,Yancey County,2
49651002,51002,1f0,c73a,D,YANCEY EMS,Yancey EMS,EMS Dispatch,Yancey County,2
49651003,51003,1f0,c73b,D,YANCEYFD,Yancey FD,Fire Dispatch,Yancey County,2
49651004,51004,1f0,c73c,D,Yancey Shrf,Yancey Sheriff,Law Dispatch,Yancey County,2
49651005,51005,1f0,c73d,D,YANCEYMAIDD,Yancey Mutual Aid,Interop,Yancey County,2
49651502,51502,1f0,c92e,D,ALECOMM1,ALE COMMON 1,Law Tac,Alcohol Law Enforcement ALE,2
49651503,51503,1f0,c92f,D,ALECOMM2,ALE COMMON 2,Law Tac,Alcohol Law Enforcement ALE,2
49651504,51504,1f0,c930,D,ALEDIST1,ALE DIST 1,Law Tac,Alcohol Law Enforcement ALE,2
49651505,51505,1f0,c931,D,ALEDIST10,ALE DIST 10,Law Tac,Alcohol Law Enforcement ALE,2
49651506,51506,1f0,c932,D,ALEDIST2,ALE DIST 2,Law Tac,Alcohol Law Enforcement ALE,2
49651507,51507,1f0,c933,D,ALEDIST3,ALE DIST 3,Law Tac,Alcohol Law Enforcement ALE,2
49651508,51508,1f0,c934,D,ALEDIST4,ALE DIST 4,Law Tac,Alcohol Law Enforcement ALE,2
49651509,51509,1f0,c935,D,ALEDIST5,ALE DIST 5,Law Tac,Alcohol Law Enforcement ALE,2
49651510,51510,1f0,c936,D,ALEDIST6,ALE DIST 6,Law Tac,Alcohol Law Enforcement ALE,2
49651511,51511,1f0,c937,D,ALEDIST7,ALE DIST 7,Law Tac,Alcohol Law Enforcement ALE,2
49651512,51512,1f0,c938,D,ALEDIST8,ALE DIST 8,Law Tac,Alcohol Law Enforcement ALE,2
49651513,51513,1f0,c939,D,ALEDIST9,ALE DIST 9,Law Tac,Alcohol Law Enforcement ALE,2
49651514,51514,1f0,c93a,D,ALEWIDE1,ALE STATEWIDE 1,Law Tac,Alcohol Law Enforcement ALE,2
49651515,51515,1f0,c93b,D,ALEWIDE2,ALE STATEWIDE 2,Law Tac,Alcohol Law Enforcement ALE,2
49651516,51516,1f0,c93c,D,ALEDIST11,ALE DIST 11,Law Tac,Alcohol Law Enforcement ALE,2
49651520,51520,1f0,c940,D,AIRCARE ADM,Wake Forest Baptist Air Care - Admin,EMS-Tac,Forsyth County,2
49651521,51521,1f0,c941,D,AIRCARE AIR,Wake Forest Baptist Air Care - Air Units,EMS Dispatch,Forsyth County,2
49651523,51523,1f0,c943,D,AIRCARE GRND,Wake Forest Baptist Air Care - Ground Units,EMS Dispatch,Forsyth County,2
49651527,51527,1f0,c947,D,BUTNER PS,Butner Public Safety Dispatch,Law Tac,Granville County,2
49651533,51533,1f0,c94d,D,CMCAIR,Carolina Medical Center Air,Hospital,Mecklenburg County,2
49651535,51535,1f0,c94f,D,MEDCENTERAIR,Med Center Flightwatch Ground,EMS-Talk,Statewide Medical Transport ,2
49651539,51539,1f0,c953,D,LF GND OPS,Ground Operations,EMS-Tac,Duke Life Flight (Durham County),2
49651542,51542,1f0,c956,D,DukeLifeflig,Duke Lifeflight,EMS Dispatch,Duke Life Flight (Durham County),2
49651543,51543,1f0,c957,D,VIDANT AIR,Vidant Air,Hospital,Statewide Medical Transport ,2
49651544,51544,1f0,c958,D,VIDANTDISP,Vidant Care Dispatch,Hospital,Statewide Medical Transport ,2
49651545,51545,1f0,c959,D,VIDANT GRD,Vidant Care Ground Transport,Hospital,Statewide Medical Transport ,2
49651549,51549,1f0,c95d,D,ECSU PD,Elizabeth City State Univ PD,Law Dispatch,Pasquotank County,2
49651551,51551,1f0,c95f,D,VIPER COML,VIPER Communications Logistics,Public Works,Radio Technicians ,2
49651555,51555,1f0,c963,D,CHERY HOS PD,Cherry Hospital Police ,Law Dispatch,Wayne County,2
49651556,51556,1f0,c964,D,CHERY HOS TR,Cherry Hospital Transport,Hospital,Wayne County,2
49651567,51567,1f0,c96f,D,FSUPDADMIN,Fayetteville State University PD Admin,Law Talk,Cumberland County,2
49651568,51568,1f0,c970,D,FSUPDDISP,Fayetteville State University PD Dispatch,Law Dispatch,Cumberland County,2
49651569,51569,1f0,c971,D,FSUPDINVEST,Fayetteville State University PD Investigations,Law Talk,Cumberland County,2
49651579,51579,1f0,c97b,D,LZCENTDIG,Landing Zone Central ,EMS-Tac,State Office of EMS,2
49651580,51580,1f0,c97c,D,LZEASTDIG,Landing Zone East ,EMS-Tac,State Office of EMS,2
49651581,51581,1f0,c97d,D,LZWESTDIG,Landing Zone West,EMS-Tac,State Office of EMS,2
49651582,51582,1f0,c97e,D,MAMAAIRADMN,Mountain Area Medical Airlift Admin,EMS-Talk,Buncombe County,2
49651583,51583,1f0,c97f,D,MAMAAIROPS,Mountain Area Medical Airlift Air Ops,EMS-Tac,Buncombe County,2
49651584,51584,1f0,c980,D,MAMA DISP,Mountain Area Medical Airlift Dispatch,EMS Dispatch,Buncombe County,2
49651586,51586,1f0,c982,D,Cone ADM,Moses Cone Admin,Hospital,Guilford County,2
49651587,51587,1f0,c983,D,Cone Disp,Moses Cone Dispatch,EMS Dispatch,Guilford County,2
49651588,51588,1f0,c984,D,Cone Ground,Moses Cone Ground,EMS Dispatch,Guilford County,2
49651591,51591,1f0,c987,D,A&T ADM,NC A&T PD Admin,Law Talk,Guilford County,2
49651592,51592,1f0,c988,D,A&T PD Disp,NC A&T PD Dispatch,Law Dispatch,Guilford County,2
49651593,51593,1f0,c989,D,A&T CID,NC A&T PD CID,Law Tac,Guilford County,2
49651595,51595,1f0,c98b,D,NCALEHQ,ALE HQ,Law Tac,Alcohol Law Enforcement ALE,2
49651596,51596,1f0,c98c,D,NCALETRAIN,ALE TRAIN,Law Tac,Alcohol Law Enforcement ALE,2
49651597,51597,1f0,c98d,D,CAPEAST,Civil Air Patrol East,Aircraft,NC Civil Air Patrol CAP,2
49651598,51598,1f0,c98e,D,CAPPIED,Civil Air Patrol Piedmont,Aircraft,NC Civil Air Patrol CAP,2
49651599,51599,1f0,c98f,D,CAPSWIDE,Civil Air Patrol Statewide ,Aircraft,NC Civil Air Patrol CAP,2
49651600,51600,1f0,c990,D,CAPWEST,Civil Air Patrol West,Aircraft,NC Civil Air Patrol CAP,2
49651601,51601,1f0,c991,D,NCDACSADMIN,NC Dept Agriculture and Consumer SVCS Admin,Multi-Talk,NC Department of Agriculture and Consumer Services ,2
49651602,51602,1f0,c992,D,NCDACSCOM,NC Dept Agriculture and Consumer SVCS Common,Multi-Talk,NC Department of Agriculture and Consumer Services ,2
49651603,51603,1f0,c993,D,NCDACSDIST,NC Dept Agriculture and Consumer SVCS DIST,Multi-Talk,NC Department of Agriculture and Consumer Services ,2
49651604,51604,1f0,c994,D,NCDACSFD,NC Dept Agriculture and Consumer SVCS FD,Multi-Talk,NC Department of Agriculture and Consumer Services ,2
49651605,51605,1f0,c995,D,NCDACSMP,NC Dept Agriculture and Consumer SVCS MP,Multi-Talk,NC Department of Agriculture and Consumer Services ,2
49651606,51606,1f0,c996,D,NCDACSPID,NC Dept Agriculture and Consumer SVCS PID,Multi-Talk,NC Department of Agriculture and Consumer Services ,2
49651607,51607,1f0,c997,D,NCDACSVS,NC Dept Agriculture and Consumer SVCS VS,Multi-Talk,NC Department of Agriculture and Consumer Services ,2
49651608,51608,1f0,c998,D,NCDEPTAGTG1,NC Dept Agriculture and Consumer SVCS TG 1,Multi-Talk,NC Department of Agriculture and Consumer Services ,2
49651610,51610,1f0,c99a,D,NCDMFCENTRAL,Marine Fisheries Central,Other,Marine Fishery,2
49651611,51611,1f0,c99b,D,NCDMFCOMM1,Marine Fisheries Common 1,Other,Marine Fishery,2
49651612,51612,1f0,c99c,D,NCDMFCOMM2,Marine Fisheries Common 2,Other,Marine Fishery,2
49651613,51613,1f0,c99d,D,NCDMFNORTH,Marine Fisheries North ,Other,Marine Fishery,2
49651614,51614,1f0,c99e,D,NCDMFSOUTH,Marine Fisheries South,Other,Marine Fishery,2
49651615,51615,1f0,c99f,D,NCDOCDCCDIV1,Corrections Division 1,Corrections,Department of Corrections,2
49651616,51616,1f0,c9a0,D,NCDOCDCCDIV2,Corrections Division 2,Corrections,Department of Corrections,2
49651617,51617,1f0,c9a1,D,NCDOCDCCDIV3,Corrections Division 3,Corrections,Department of Corrections,2
49651618,51618,1f0,c9a2,D,NCDOCDCCDIV4,Corrections Division 4,Corrections,Department of Corrections,2
49651619,51619,1f0,c9a3,D,NCDOCDIST1,Corrections District 1,Corrections,Department of Corrections,2
49651620,51620,1f0,c9a4,D,NCDOCDIST7,Corrections District 7,Corrections,Department of Corrections,2
49651621,51621,1f0,c9a5,D,NCDOCDIST8,Corrections District 8,Corrections,Department of Corrections,2
49651624,51624,1f0,c9a8,D,NCDOCDIST9,Corrections District 9,Corrections,Department of Corrections,2
49651625,51625,1f0,c9a9,D,NCDOCDIST10,Corrections District 10,Corrections,Department of Corrections,2
49651626,51626,1f0,c9aa,D,NCDOCDIST11,Corrections District 11,Corrections,Department of Corrections,2
49651627,51627,1f0,c9ab,D,NCDOCDIST12,Corrections District 12,Corrections,Department of Corrections,2
49651628,51628,1f0,c9ac,D,NCDOCDIST13,Corrections District 13,Corrections,Department of Corrections,2
49651629,51629,1f0,c9ad,D,NCDOCDIST14,Corrections District 14,Corrections,Department of Corrections,2
49651630,51630,1f0,c9ae,D,NCDOCDIST2,Corrections District 2,Corrections,Department of Corrections,2
49651631,51631,1f0,c9af,D,NCDOCDIST15,Corrections District 15,Corrections,Department of Corrections,2
49651633,51633,1f0,c9b1,D,NCDOCDIST16,Corrections District 16,Corrections,Department of Corrections,2
49651635,51635,1f0,c9b3,D,NCDOCDIST17,Corrections District 17,Corrections,Department of Corrections,2
49651637,51637,1f0,c9b5,D,NCDOCDIST18,Corrections District 18,Corrections,Department of Corrections,2
49651638,51638,1f0,c9b6,D,NCDOCDIST19A,Corrections District 19A,Corrections,Department of Corrections,2
49651639,51639,1f0,c9b7,D,NCDOCDIST19B,Corrections District 19B,Corrections,Department of Corrections,2
49651641,51641,1f0,c9b9,D,NCDOCDIST3,Corrections District 3,Corrections,Department of Corrections,2
49651643,51643,1f0,c9bb,D,NCDOCDIST20,Corrections District 20,Corrections,Department of Corrections,2
49651644,51644,1f0,c9bc,D,NCDOCDIST32,Corrections District 32,Corrections,Department of Corrections,2
49651645,51645,1f0,c9bd,D,NCDOCDIST21,Corrections District 21,Corrections,Department of Corrections,2
49651646,51646,1f0,c9be,D,NCDOCDIST22,Corrections District 22,Corrections,Department of Corrections,2
49651647,51647,1f0,c9bf,D,NCDOCDIST23,Corrections District 23,Corrections,Department of Corrections,2
49651648,51648,1f0,c9c0,D,NCDOCDIST24,Corrections District 24,Corrections,Department of Corrections,2
49651649,51649,1f0,c9c1,D,NCDOCDIST25,Corrections District 25,Corrections,Department of Corrections,2
49651650,51650,1f0,c9c2,D,NCDOCDIST38,Corrections District 38,Corrections,Department of Corrections,2
49651651,51651,1f0,c9c3,D,NCDOCDIST26,Corrections District 26,Corrections,Department of Corrections,2
49651653,51653,1f0,c9c5,D,NCDOCDIST27,Corrections District 27,Corrections,Department of Corrections,2
49651654,51654,1f0,c9c6,D,NCDOCDIST41,Corrections District 41,Corrections,Department of Corrections,2
49651655,51655,1f0,c9c7,D,NCDOCDIST28,Corrections District 28,Corrections,Department of Corrections,2
49651656,51656,1f0,c9c8,D,NCDOCDIST29,Corrections District 29,Corrections,Department of Corrections,2
49651657,51657,1f0,c9c9,D,NCDOCDIST44,Corrections District 44,Corrections,Department of Corrections,2
49651658,51658,1f0,c9ca,D,NCDOCDIST30,Corrections District 30,Corrections,Department of Corrections,2
49651659,51659,1f0,c9cb,D,NCDOCDIST4,Corrections District 4,Corrections,Department of Corrections,2
49651661,51661,1f0,c9cd,D,NCDOCDIST5,Corrections District 5,Corrections,Department of Corrections,2
49651662,51662,1f0,c9ce,D,NCDOCDIST6,Corrections District 6,Corrections,Department of Corrections,2
49651664,51664,1f0,c9d0,D,NCDOCDOP1PRI,Corrections DOP 1 Primary,Corrections,Department of Corrections,2
49651665,51665,1f0,c9d1,D,NCDOCDOP1TAC,Corrections DOP 1 TAC,Corrections,Department of Corrections,2
49651666,51666,1f0,c9d2,D,NCDOCDOP1TRA,Corrections DOP 1 Transportation,Corrections,Department of Corrections,2
49651667,51667,1f0,c9d3,D,NCDOCDOP2PRI,Corrections DOP 2 Primary,Corrections,Department of Corrections,2
49651668,51668,1f0,c9d4,D,NCDOCDOP2TAC,Corrections DOP 2 TAC,Corrections,Department of Corrections,2
49651669,51669,1f0,c9d5,D,NCDOCDOP2TRA,Corrections DOP 2 Transportation,Corrections,Department of Corrections,2
49651670,51670,1f0,c9d6,D,NCDOCDOP3PRI,Corrections DOP 3 Primary,Corrections,Department of Corrections,2
49651671,51671,1f0,c9d7,D,NCDOCDOP3TAC,Corrections DOP 3 TAC,Corrections,Department of Corrections,2
49651672,51672,1f0,c9d8,D,NCDOCDOP3TRA,Corrections DOP 3 Transportation,Corrections,Department of Corrections,2
49651673,51673,1f0,c9d9,D,NCDOCDOP4PRI,Corrections DOP 4 Primary,Corrections,Department of Corrections,2
49651674,51674,1f0,c9da,D,NCDOCDOP4TAC,Corrections DOP 4 TAC,Corrections,Department of Corrections,2
49651675,51675,1f0,c9db,D,NCDOCDOP4TRA,Corrections DOP 4 Transportation,Corrections,Department of Corrections,2
49651676,51676,1f0,c9dc,D,NCDOCDOP5PRI,Corrections DOP 5 Primary,Corrections,Department of Corrections,2
49651677,51677,1f0,c9dd,D,NCDOCDOP5TAC,Corrections DOP 5 TAC,Corrections,Department of Corrections,2
49651678,51678,1f0,c9de,D,NCDOCDOP5TRA,Corrections DOP 5 Transportation,Corrections,Department of Corrections,2
49651679,51679,1f0,c9df,D,NCDOCSW1,Corrections Statewide 1,Corrections,Department of Corrections,2
49651680,51680,1f0,c9e0,D,NCDOCSW2,Corrections Statewide 2,Corrections,Department of Corrections,2
49651681,51681,1f0,c9e1,D,NCDOCSW3,Corrections Statewide 3,Corrections,Department of Corrections,2
49651682,51682,1f0,c9e2,D,NCDOCSW4,Corrections Statewide 4,Corrections,Department of Corrections,2
49651683,51683,1f0,c9e3,D,NCDOCSW5,Corrections Statewide 5,Corrections,Department of Corrections,2
49651684,51684,1f0,c9e4,D,NCDOCSW6,Corrections Statewide 6,Corrections,Department of Corrections,2
49651685,51685,1f0,c9e5,D,NCDOCSW7,Corrections Statewide 7,Corrections,Department of Corrections,2
49651686,51686,1f0,c9e6,D,NCDOCSW8,Corrections Statewide 8,Corrections,Department of Corrections,2
49651687,51687,1f0,c9e7,D,NCDOCSW9,Corrections Statewide 9,Corrections,Department of Corrections,2
49651691,51691,1f0,c9eb,D,NCDOTCOMM1,NC DOT COMMON 1,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651692,51692,1f0,c9ec,D,NCDOTCOMM2,NC DOT COMMON 2,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651710,51710,1f0,c9fe,D,DOT Pender,DOT Pender,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651713,51713,1f0,ca01,D,DOT Brunswk,DOT Brunswick,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651714,51714,1f0,ca02,D,DOT Newhan,DOT New Hanover ,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
49651720,51720,1f0,ca08,D,DOT Durham,DOT Durham,Transportation,NC DOT Including IMAP Motorists Assistance along I40 ,2
